total_accuracy,f1_gasp,recall_gasp,clf_label,total_samples,positives,negatives,total_features,test_size_ratio,folds,kfold_repeats,sampling_repeats,n_mfcc_amount,model_name,model_info
0.6119127859477125,0.5768077473137458,0.5694444444444445,gasp,104,52,52,26,0.2,5,5,5,20,DecisionTreeClassifier,None,experiment_1_date_2019-09-19
0.6100643382352942,0.5803942875150305,0.5737847222222221,gasp,104,52,52,26,0.2,5,5,5,20,DecisionTreeClassifier,None,experiment_1_date_2019-09-19
0.6910232843137255,0.6764395540604905,0.6704861111111111,gasp,104,52,52,26,0.2,5,5,5,20,DecisionTreeClassifier,None,experiment_1_date_2019-09-19
0.653125,0.609087228453521,0.5625,gasp,100,50,50,26,0.2,5,5,5,20,RandomForestClassifier,None,experiment_1_date_2019-09-19
0.6178155637254902,0.556832389102126,0.5055555555555555,gasp,104,52,52,26,0.2,5,5,5,20,RandomForestClassifier,None,experiment_1_date_2019-09-19
0.6629187091503268,0.6120245566482021,0.5565972222222222,gasp,104,52,52,26,0.2,5,5,5,20,RandomForestClassifier,None,experiment_1_date_2019-09-19
0.6523539624183007,0.5926388536177034,0.5326388888888889,gasp,104,52,52,26,0.2,5,5,5,20,RandomForestClassifier,None,experiment_1_date_2019-09-19
0.6541462418300653,0.5938590640525625,0.5399305555555556,gasp,104,52,52,26,0.2,5,5,5,20,RandomForestClassifier,None,experiment_1_date_2019-09-19
0.66328125,0.6837421206674301,0.7390625000000001,gasp,100,50,50,26,0.2,5,5,5,20,GaussianNB,None,experiment_1_date_2019-09-19
0.6992493872549019,0.7051050883960345,0.7414930555555554,gasp,104,52,52,26,0.2,5,5,5,20,GaussianNB,None,experiment_1_date_2019-09-19
0.7435712826797385,0.7351211149102016,0.7399305555555555,gasp,104,52,52,26,0.2,5,5,5,20,GaussianNB,None,experiment_1_date_2019-09-19
0.6729268790849672,0.686895305412308,0.7418402777777777,gasp,104,52,52,26,0.2,5,5,5,20,GaussianNB,None,experiment_1_date_2019-09-19
0.69500102124183,0.7084938065908755,0.7491319444444444,gasp,104,52,52,26,0.2,5,5,5,20,GaussianNB,None,experiment_1_date_2019-09-19
0.7078125,0.6978305471832948,0.6968750000000001,gasp,100,50,50,26,0.2,5,5,5,20,AdaBoostClassifier,None,experiment_1_date_2019-09-19
0.6817146650326797,0.6730645207260919,0.6756944444444445,gasp,104,52,52,26,0.2,5,5,5,20,AdaBoostClassifier,None,experiment_1_date_2019-09-19
0.6821997549019608,0.6660476362517771,0.6597222222222222,gasp,104,52,52,26,0.2,5,5,5,20,AdaBoostClassifier,None,experiment_1_date_2019-09-19
0.7233864379084967,0.7096078241522615,0.6975694444444445,gasp,104,52,52,26,0.2,5,5,5,20,AdaBoostClassifier,None,experiment_1_date_2019-09-19
0.6968749999999999,0.6725457100089454,0.6489583333333333,gasp,104,52,52,26,0.2,5,5,5,20,AdaBoostClassifier,None,experiment_1_date_2019-09-19
0.78046875,0.7714262092396768,0.7562500000000001,gasp,100,50,50,26,0.2,5,5,5,20,MLPClassifier,None,experiment_1_date_2019-09-19
0.7792738970588236,0.7699565122485015,0.7612847222222222,gasp,104,52,52,26,0.2,5,5,5,20,MLPClassifier,None,experiment_1_date_2019-09-19
0.7776348039215686,0.7669046692256831,0.7642361111111111,gasp,104,52,52,26,0.2,5,5,5,20,MLPClassifier,None,experiment_1_date_2019-09-19
0.7628216911764707,0.7423981621233944,0.7194444444444444,gasp,104,52,52,26,0.2,5,5,5,20,MLPClassifier,None,experiment_1_date_2019-09-19
0.7819240196078431,0.7721017865648283,0.7640624999999999,gasp,104,52,52,26,0.2,5,5,5,20,MLPClassifier,None,experiment_1_date_2019-09-19
0.8833333333333334,0.8885695703720085,0.9319444444444445,gasp,104,52,52,26,0.2,5,5,5,20,Sequential,model_layers=5,experiment_5_date_2019-09-20
