total_accuracy,f1_sniff,recall_sniff,clf_label,total_samples,positives,negatives,total_features,test_size_ratio,folds,kfold_repeats,sampling_repeats,n_mfcc_amount,model_name,model_info
0.8229166666666667,0.8121726190476191,0.8416666666666667,sniff,38,19,19,11,0.2,5,5,5,5,MLPClassifier,None,experiment_2_date_2019-09-20
0.8229166666666667,0.8330952380952381,0.875,sniff,38,19,19,16,0.2,5,5,5,10,Sequential,model_layers=5,experiment_2_date_2019-09-20
0.6624999999999999,0.660922619047619,0.6916666666666667,sniff,38,19,19,16,0.2,5,5,5,10,Id3Estimator,None,experiment_2_date_2019-09-20
0.7625000000000001,0.7861904761904762,0.8624999999999999,sniff,38,19,19,16,0.2,5,5,5,10,KNeighborsClassifier,None,experiment_2_date_2019-09-20
0.7562500000000001,0.7933630952380952,0.9166666666666666,sniff,38,19,19,16,0.2,5,5,5,10,SVC,None,experiment_2_date_2019-09-20
0.5770833333333333,0.3595833333333333,0.39583333333333337,sniff,38,19,19,16,0.2,5,5,5,10,SVC,None,experiment_2_date_2019-09-20
0.8041666666666667,0.8100892857142857,0.85,sniff,38,19,19,16,0.2,5,5,5,10,GaussianProcessClassifier,None,experiment_2_date_2019-09-20
0.6645833333333333,0.6487797619047619,0.675,sniff,38,19,19,16,0.2,5,5,5,10,DecisionTreeClassifier,None,experiment_2_date_2019-09-20
0.7375,0.6911607142857142,0.6958333333333333,sniff,38,19,19,16,0.2,5,5,5,10,RandomForestClassifier,None,experiment_2_date_2019-09-20
0.8104166666666666,0.7776488095238095,0.7833333333333332,sniff,38,19,19,16,0.2,5,5,5,10,GaussianNB,None,experiment_2_date_2019-09-20
0.6895833333333333,0.6811011904761904,0.7041666666666666,sniff,38,19,19,16,0.2,5,5,5,10,AdaBoostClassifier,None,experiment_2_date_2019-09-20
0.7854166666666668,0.7871130952380953,0.8125,sniff,38,19,19,16,0.2,5,5,5,10,MLPClassifier,None,experiment_2_date_2019-09-20
0.8520833333333334,0.863779761904762,0.9166666666666666,sniff,38,19,19,7,0.2,5,5,5,1,Sequential,model_layers=5,experiment_2_date_2019-09-20
0.69375,0.6622916666666667,0.6625,sniff,38,19,19,7,0.2,5,5,5,1,Id3Estimator,None,experiment_2_date_2019-09-20
0.84375,0.8462202380952382,0.8708333333333332,sniff,38,19,19,7,0.2,5,5,5,1,KNeighborsClassifier,None,experiment_2_date_2019-09-20
0.7958333333333334,0.7987797619047619,0.8499999999999999,sniff,38,19,19,7,0.2,5,5,5,1,SVC,None,experiment_2_date_2019-09-20
0.6791666666666667,0.5576785714285714,0.5291666666666666,sniff,38,19,19,7,0.2,5,5,5,1,SVC,None,experiment_2_date_2019-09-20
0.8166666666666668,0.8144345238095239,0.8416666666666667,sniff,38,19,19,7,0.2,5,5,5,1,GaussianProcessClassifier,None,experiment_2_date_2019-09-20
0.6958333333333333,0.671875,0.6833333333333332,sniff,38,19,19,7,0.2,5,5,5,1,DecisionTreeClassifier,None,experiment_2_date_2019-09-20
0.75,0.7320833333333334,0.7458333333333333,sniff,38,19,19,7,0.2,5,5,5,1,RandomForestClassifier,None,experiment_2_date_2019-09-20
0.8375,0.8347916666666666,0.8458333333333332,sniff,38,19,19,7,0.2,5,5,5,1,GaussianNB,None,experiment_2_date_2019-09-20
