filename,spectral_centroid,zero_crossings,spectral_rolloff,chroma_stft,rms,mel_spec,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,label
108619__nikolino__goodsound_0.wav,1379.4211749070455,0.055684407552083336,2738.7542724609375,0.13764899969100952,80.03069305419922,4.4530253410339355,-375.4205322265625,54.42115020751953,-43.18141555786133,37.586612701416016,-15.343244552612305,-25.257463455200195,-5.781622886657715,-21.222999572753906,-18.264175415039062,-20.631126403808594,-12.690752983093262,-7.121672630310059,0.6818090081214905,20.520126342773438,36.47414016723633,39.994293212890625,16.67244529724121,-19.233516693115234,-34.966678619384766,-18.582157135009766,3.814436197280884,3.5950796604156494,-20.02439308166504,-36.03031921386719,-14.236441612243652,Far_miss
108619__nikolino__goodsound_1.wav,1427.6658267053465,0.06573260271990741,2745.533243815104,0.1464044451713562,102.65242767333984,0.5024343729019165,-506.11138916015625,24.00749969482422,-16.032211303710938,7.59705924987793,-3.4062576293945312,-17.499422073364258,-9.312629699707031,-11.464751243591309,-15.109513282775879,-10.988733291625977,-7.066410541534424,-6.345709800720215,1.583479404449463,18.256858825683594,29.97176170349121,28.08957862854004,10.951851844787598,-10.116217613220215,-17.469388961791992,-9.992584228515625,-1.4284223318099976,-3.654569625854492,-15.65294075012207,-20.745939254760742,-6.656321048736572,Far_miss
108619__nikolino__goodsound_2.wav,1439.7068480792777,0.05797887731481482,2949.8494466145835,0.1420803815126419,83.1404800415039,3.959038257598877,-394.1811828613281,40.97701644897461,-40.42749786376953,34.33598709106445,-15.865645408630371,-25.15138053894043,-4.812429904937744,-20.07881736755371,-17.497777938842773,-19.282941818237305,-14.025675773620605,-5.37907075881958,4.141008377075195,22.167299270629883,40.557987213134766,41.66104507446289,11.544946670532227,-23.49871063232422,-31.388193130493164,-13.131499290466309,5.346578121185303,0.9316603541374207,-26.355772018432617,-38.08205032348633,-9.392627716064453,Far_miss
108619__nikolino__goodsound_3.wav,1550.8313755429645,0.05781385633680555,3116.8314615885415,0.13810794055461884,144.97042846679688,0.005818970967084169,-715.7069702148438,35.059574127197266,-30.648569107055664,24.096389770507812,-10.193336486816406,-22.98552703857422,-4.6856207847595215,-18.637508392333984,-16.819650650024414,-16.344192504882812,-14.395763397216797,-5.049576282501221,3.534661293029785,20.232421875,35.39546203613281,35.332828521728516,9.676985740661621,-20.735048294067383,-26.26227569580078,-11.82674789428711,3.424555540084839,-1.9412511587142944,-24.55258560180664,-31.349170684814453,-7.708086013793945,Far_miss
108619__nikolino__goodsound_4.wav,3024.229477698697,0.20532746010638298,6499.36211768617,0.16462597250938416,199.26307678222656,3.5216405080973345e-07,-993.636962890625,15.743760108947754,-11.80117130279541,8.26894760131836,-5.662134170532227,-9.218480110168457,-8.727643013000488,-4.95711088180542,-13.475845336914062,-7.818391799926758,-9.478297233581543,-1.3328235149383545,4.402519226074219,22.226877212524414,30.515560150146484,30.118436813354492,5.109250068664551,-11.602346420288086,-14.790894508361816,-2.508599042892456,0.00586865795776248,1.3654776811599731,-15.534707069396973,-18.88164710998535,-2.2283055782318115,Far_miss
112250__jobro__elevator-ride_(1)_00.wav,6149.125528281561,0.5318490487557871,9085.616048177084,0.49862924218177795,38.60091018676758,0.52011638879776,-174.66717529296875,-23.13715362548828,28.396257400512695,1.4436492919921875,1.0220099687576294,4.668901443481445,-7.599355697631836,3.293165683746338,-8.131921768188477,3.2968225479125977,-7.453527450561523,5.461074352264404,-5.977352142333984,-0.9596248269081116,-2.7773854732513428,-0.028200503438711166,-5.87825870513916,2.4202749729156494,-6.3873138427734375,1.564151644706726,-4.7215728759765625,1.3657435178756714,-5.822821617126465,2.103923797607422,-6.6146321296691895,Far_miss
112250__jobro__elevator-ride_(1)_01.wav,6536.082825011021,0.5809461805555556,9208.983357747396,0.46412989497184753,37.88566207885742,0.30911490321159363,-173.3782958984375,-35.15535354614258,30.446285247802734,-1.0962870121002197,-5.4963154792785645,-0.3391963243484497,-6.798730850219727,3.517566204071045,-8.624850273132324,2.1934597492218018,-11.11903190612793,7.53131103515625,-4.873433589935303,-2.4538333415985107,-4.014167308807373,-2.138112783432007,-10.255156517028809,3.178415298461914,-11.197161674499512,0.7207745313644409,-6.366489410400391,0.4488711953163147,-8.312650680541992,-0.03635477274656296,-6.58512020111084,Far_miss
112250__jobro__elevator-ride_(1)_02.wav,6925.660317463615,0.6265394422743056,9244.074503580729,0.37269988656044006,34.95751190185547,0.8324093818664551,-148.41632080078125,-45.35668182373047,43.949153900146484,1.443644642829895,2.8938004970550537,5.263064861297607,-4.218325138092041,1.26352858543396,-6.713629722595215,8.720787048339844,-11.948395729064941,8.439621925354004,-7.6839823722839355,-3.488101005554199,-0.7158949971199036,1.1144064664840698,-6.543936252593994,3.4726877212524414,-8.1264009475708,3.3643221855163574,-3.6098856925964355,0.37805303931236267,-6.8297648429870605,3.6050989627838135,-6.198062896728516,Far_miss
112250__jobro__elevator-ride_(1)_03.wav,6027.380415224376,0.4898726851851852,8928.453572591146,0.43105924129486084,40.185855865478516,0.8286502957344055,-175.3262481689453,-9.757805824279785,35.96183776855469,-0.6342357993125916,-6.445230007171631,4.902042388916016,-3.9735379219055176,1.7699106931686401,-7.970215797424316,5.702861309051514,-16.18351936340332,5.774737358093262,-9.62283706665039,-2.828625440597534,-6.639772891998291,0.0015591515693813562,-10.635249137878418,2.312342405319214,-12.137922286987305,-0.21445104479789734,-5.872487545013428,-1.879594326019287,-6.967687606811523,3.2498669624328613,-8.759236335754395,Far_miss
112250__jobro__elevator-ride_(1)_04.wav,5897.91266328649,0.4906638816550926,8859.517415364584,0.46503543853759766,33.34787368774414,0.3515786826610565,-149.41180419921875,-11.622118949890137,23.460159301757812,5.322272777557373,-2.9624056816101074,3.866974115371704,-6.676961421966553,-0.19665153324604034,-6.033121585845947,4.975103378295898,-13.285163879394531,2.92560076713562,-13.60506820678711,0.05174410715699196,-11.130444526672363,0.38014304637908936,-8.933570861816406,1.8796883821487427,-11.40175724029541,-1.7708969116210938,-5.477852821350098,-0.689546525478363,-6.915195941925049,3.235529661178589,-6.840573787689209,Far_miss
112250__jobro__elevator-ride_(1)_05.wav,6447.8412735364045,0.5517781575520834,9255.588785807291,0.4491921365261078,33.91228485107422,0.2862392067909241,-155.26641845703125,-22.409183502197266,30.32884407043457,-1.8762544393539429,-0.48252925276756287,2.7113664150238037,-9.186776161193848,-3.2674944400787354,-1.6510589122772217,3.2965991497039795,-7.249250411987305,-0.07348037511110306,-10.794678688049316,2.6081714630126953,-11.078408241271973,-0.9114457368850708,-7.774023056030273,1.348442792892456,-13.359888076782227,-0.37636539340019226,-5.375487804412842,-0.6480312347412109,-6.864521026611328,2.7821271419525146,-6.976383686065674,Far_miss
112250__jobro__elevator-ride_(1)_06.wav,4936.6429603133765,0.3930867513020833,8540.656534830729,0.6299185752868652,45.65535354614258,0.055425483733415604,-220.8014373779297,21.356517791748047,17.06380271911621,3.685103178024292,1.3805559873580933,4.916454315185547,-8.918956756591797,6.6131110191345215,-8.034297943115234,3.5896620750427246,-9.696799278259277,1.6819303035736084,-8.047654151916504,-2.396496295928955,-7.641622066497803,0.7156661748886108,-5.828129291534424,-1.2997117042541504,-6.931541919708252,1.6266921758651733,-5.958758354187012,-0.26611772179603577,-4.688506603240967,0.6081111431121826,-5.6393513679504395,Far_miss
112250__jobro__elevator-ride_(1)_07.wav,4553.945490701018,0.34892216435185186,8197.919718424479,0.6748843789100647,39.008487701416016,0.0882791131734848,-187.0277099609375,23.940114974975586,10.663132667541504,17.230060577392578,-6.903347492218018,2.7766847610473633,-6.611401081085205,-0.17666152119636536,-10.340425491333008,1.3589017391204834,-10.705620765686035,1.9189131259918213,-9.011137008666992,-1.1507965326309204,-6.976053237915039,0.17897167801856995,-6.689505100250244,0.46025350689888,-7.147216320037842,1.5046067237854004,-6.7260918617248535,-0.34456154704093933,-4.597513198852539,0.19065621495246887,-5.190487384796143,Far_miss
112250__jobro__elevator-ride_(1)_08.wav,4284.325180189974,0.3160942925347222,8107.350667317708,0.6687209010124207,40.933372497558594,0.0990997925400734,-197.09820556640625,36.28322982788086,10.58154296875,14.473363876342773,-3.181891918182373,5.671793460845947,-7.4157185554504395,2.3134541511535645,-10.236441612243652,2.1517465114593506,-5.299160480499268,3.2115886211395264,-6.9842143058776855,2.377357244491577,-7.141567230224609,0.820342481136322,-6.544102191925049,0.957582950592041,-6.931783199310303,0.7014557719230652,-5.246752738952637,-0.6379177570343018,-5.712922096252441,-0.1551428586244583,-6.166719436645508,Far_miss
112250__jobro__elevator-ride_(1)_09.wav,3805.8510124746826,0.23293276186342593,7663.328043619792,0.6038786768913269,26.395235061645508,0.49161264300346375,-112.94012451171875,48.388916015625,15.349358558654785,24.73355484008789,0.6091064810752869,11.546198844909668,-4.183709621429443,7.396891117095947,-6.063250541687012,0.9516658186912537,-4.817424774169922,2.643760919570923,-4.961359024047852,2.6478207111358643,-5.693394184112549,2.223454475402832,-5.450236797332764,2.401730537414551,-5.534475803375244,0.6368975043296814,-5.419949531555176,0.01216966100037098,-4.920485496520996,-0.7274779081344604,-5.638134002685547,Far_miss
