total_accuracy,f1_scream,recall_scream,clf_label,total_samples,positives,negatives,total_features,test_size_ratio,folds,kfold_repeats,sampling_repeats,n_mfcc_amount,model_name,model_info,userInput,,,,,,,,,,,,,,
0.914948773,0.916652715,0.935242548,scream,734,367,367,46,0.2,5,2,2,40,,,basic model,,,,,,,,,,,,,,
0.904619478,0.905393256,0.9155282,scream,734,367,367,46,0.2,5,5,5,40,,,,,,,,,,,,,,,,,
0.790625,0.793346968,0.809375,scream,200,100,100,46,0.2,5,5,5,40,,,,,,,,,,,,,,,,,
0.83984375,0.843359938,0.863541667,scream,300,150,150,46,0.2,5,5,5,40,,,,,,,,,,,,,,,,,
0.861132813,0.864304109,0.884765625,scream,400,200,200,46,0.2,5,5,5,40,,,,,,,,,,,,,,,,,
0.88375,0.885346838,0.89625,scream,500,250,250,46,0.2,5,5,5,40,,,,,,,,,,,,,,,,,
0.897916667,0.898979102,0.908854167,scream,600,300,300,46,0.2,5,5,5,40,,,,,,,,,,,,,,,,,
0.900892857,0.902085222,0.913392857,scream,700,350,350,46,0.2,5,5,5,40,,,,,,,,,,,,,,,,,
0.905993864,0.906714449,0.913855202,scream,734,367,367,46,0.2,5,5,5,40,,,,,,,,,,,,,,,,,
0.991015625,0.990986187,0.990625,scream,200,100,100,46,0.2,5,5,5,40,sequential_39,model_layers=6__max_eval(param-tuning-iterations=10),hyper-param-findings,,,,,,,,,,,,,,
0.996875,0.996895354,0.997916667,scream,300,150,150,46,0.2,5,5,5,40,sequential_72,model_layers=6__max_eval(param-tuning-iterations=10),,,,,,,,,,,,,,,
0.990234375,0.990310159,0.990625,scream,400,200,200,46,0.2,5,5,5,40,sequential_113,model_layers=4__max_eval(param-tuning-iterations=10),,,,,,,,,,,,,,,
0.99078125,0.990757807,0.990625,scream,500,250,250,46,0.2,5,5,5,40,sequential_154,model_layers=3__max_eval(param-tuning-iterations=10),,,,,,,,,,,,,,,
0.995572917,0.995564181,0.995572917,scream,600,300,300,46,0.2,5,5,5,40,sequential_193,model_layers=4__max_eval(param-tuning-iterations=10),,,,,,,,,,,,,,,
0.990959821,0.991032481,0.991964286,scream,700,350,350,46,0.2,5,5,5,40,sequential_234,model_layers=3__max_eval(param-tuning-iterations=10),,,,,,,,,,,,,,,
0.989890015,0.989824841,0.9889173,scream,734,367,367,46,0.2,5,5,5,40,sequential_277,model_layers=5__max_eval(param-tuning-iterations=10),,,,,,,,,,,,,,,
0.998046875,0.997983871,0.99609375,scream,200,100,100,26,0.2,5,5,5,20,sequential_37,model_layers=5__max_eval(param-tuning-iterations=10),,,,,,,,,,,,,,,
0.989322917,0.989547536,0.990625,scream,300,150,150,26,0.2,5,5,5,20,sequential_74,model_layers=3__max_eval(param-tuning-iterations=10),,,,,,,,,,,,,,,
0.993359375,0.993317229,0.9921875,scream,400,200,200,26,0.2,5,5,5,20,sequential_111,model_layers=3__max_eval(param-tuning-iterations=10),,,,,,,,,,,,,,,
0.99203125,0.992104027,0.993125,scream,500,250,250,26,0.2,5,5,5,20,sequential_152,model_layers=6__max_eval(param-tuning-iterations=10),,,,,,,,,,,,,,,
0.988151042,0.988246146,0.988541667,scream,600,300,300,26,0.2,5,5,5,20,sequential_193,model_layers=4__max_eval(param-tuning-iterations=10),,,,,,,,,,,,,,,
0.990959821,0.990931415,0.990401786,scream,700,350,350,26,0.2,5,5,5,20,sequential_235,model_layers=5__max_eval(param-tuning-iterations=10),,,,,,,,,,,,,,,
0.992446937,0.992464829,0.992756429,scream,734,367,367,26,0.2,5,5,5,20,sequential_277,model_layers=5__max_eval(param-tuning-iterations=10),,,,,,,,,,,,,,,
0.819140625,0.821051525,0.834375,scream,200,100,100,26,0.2,5,5,5,20,sequential_80,model_layers=4__max_eval(param-tuning-iterations=0),,,,,,,,,,,,,,,
0.864322917,0.866779059,0.883333333,scream,300,150,150,26,0.2,5,5,5,20,sequential_160,model_layers=4__max_eval(param-tuning-iterations=0),,,,,,,,,,,,,,,
0.872851563,0.874171684,0.8828125,scream,400,200,200,26,0.2,5,5,5,20,sequential_240,model_layers=4__max_eval(param-tuning-iterations=0),,,,,,,,,,,,,,,
0.8859375,0.887553036,0.899375,scream,500,250,250,26,0.2,5,5,5,20,sequential_320,model_layers=4__max_eval(param-tuning-iterations=0),,,,,,,,,,,,,,,
0.900390625,0.90103516,0.908854167,scream,600,300,300,26,0.2,5,5,5,20,sequential_400,model_layers=4__max_eval(param-tuning-iterations=0),,,,,,,,,,,,,,,
